File,Chunk_Index,Transcription
SandalWoodNewsStories_286.mp3,27,ಅವಿವಂವರ ನಿಮ್ಮ ಮಾತಲ ಒಂದೋ ಮಾ ತೇಳಿದರೆ ನಮ್ಮವರಲ್ಲೇ ವಿಟ್ಯ
SandalWoodNewsStories_286.mp3,28,ಸೇದಂತದ ಗಡಗಳನ್ನ ಮಲಿಷಯರೂ ಎಷ್ಟು ನೆಟ್ಟೆದರೂ ಅದಕ್ಕಿಂತಲೂ ಜಾಸ್ತ್ರಿ ಪ್ರಾಣಯಪಕ್ಷೆ ಪ್ರಣಗದ ಗಿಡಾ ಪಕ್ಷಿಗಳ ನೆಟ್ಟೆದೆಯು ಲಾತ್ಯೆಯಾವುದವ ನಿಲ್ವಿಲ್ಜ ಮಾರ್ತರದತ್ದನ ಸಂ್ ಕೆಲ್ಸಯದ ಪಕ್ಷಿಳ ಸೌ್ಡೋಪೌ್ಷಲದವ ನೆಲಾದ ಕೆಲ್ತಾದೆ ಬಟ್ಟ ಅದ ವಲ್ ಬಟ ಪ್ಕದ್ದಜಮ್ಮಿನಲ್ಲಿಂತರ ಯಾ ಸೌಂಡು ಬರಲ ಎನೆಲ್ಲ ಅಂಗಿಯಾದ ವರಲಾ ಈ ಹಿಗಿ ಪಕ್ಷ ಪಕ್ಷಿ ವ್ ಸೌಂತ್ರಾಪನದ ಇಲ್ಕ್ಯಾ್ಸೆಯಿಂದ ಹೆಈ ಬ್ಯಾಕ್ ಹಿಟಳುದ ಬೇಜೆಗಳನ್ನಲ್ಲ ತೆಂದೊಗಿ ಎಲ್ಲೆಲ್ಲಿ ಗಡಗಲ್ನಿನ ತ್ಪೆಣ್ಣ ಅಡನಮಂದೆಂಟ ತೈಲ್ಯದಂಜದ ಸಭ್ಯಾಪಾದಭಕ ಬಂಬಟನ ಪತಕವಾಲ ಕ್ಯಾಗಡ ಕೆಲಯದ ಕೆರದಾಬೆ ಕೆಲೆಯದ ನೋ ಹದ ಎಷ್ಟ ದಾದ ಸ್ರಿನ ನ ನಡಬಾ ನೆಯವು ನ್ಯಾ್ಚಿಲ್ಲ ಬಳಿದನಿೆಯಾಚರಲ ಸಯಾರ ಮನಶೆರವನೆಟೆರ್ಡಲ ವಡದ ಕರನೆ ಆತ್ಬತಕರ ನೋರೆಂತ್ತ ಮರಾತನ ಪಟ್ಟ ಪರ್ತ್ತಿಯಾಅಂಗಾಲ ಪಕ್ಷವ್ಾತದರಾದತಿನ ಮಾರದನ ಅತ್ಟಿನ್ನ ಪ್ರಪತ್ದಯದ ಪ ಗಿಯಂಕ ಸಾಮರಗ ಸಾಧ್ಯಕರದ ಮಾರದನ್ನ ಅಉಪರಪರತ ಬಾಕ ನಾವಾಗದನ ಮಂಶ ಅಚನ ಬಲೆಯಾಲ ನಿಮ್ಮ ಕೆರೆಯ ಸುತ್ತುಮದ್ಲ ಎಷ್ಟು ಬಿಡಿವಲಿರುವಡರ ಅನ್ಕೌಂಟಿಂಗಾದ ರೌವುದಲಆ ಅನ್ಲಿಮಿಟ ರ ಯ ರಾರಕರ ನೋಡಬಾದ ಕ್ತ್ರಾ ಅಪಾ ಪಯಾರ್ ಜಮ್ಿನ್ನ ಮ್ಕ ಬತ್ಗಿನ ದೆಮ್ಮೆನ ಯಾದಯಂ್ಮೆನೂಿರಿಕ ಸರಿಗಾದ ಸಿಳದ ಹವಿಗಂದಿದರಿಗನ ಸನಾಮೂ ರಾರಡೆ ಸರಿದ ನ ನಾರ ತಂದರದ ನಾದ ಕನಾರ್ಗಾದ ಮೂರ್ನ ನಂದ ಹೂರಾಗೋಬಡ ದರಿಗೆ ಅವಲವೂ ಎಕ್ಲೂರಿಣ ಗಂಧನ್ನಾಡಂತಇಳವುದು ಹ ಟಡುಬಳೆ ಕೊೂರುಗಳ್ಲಿಅೂರುಗಲೆಲೋರೆಯ ಕ್ತಲೂಲ್ಲಯದಾಲ ಏ್ಕಲ್ಲೂರ್ಲೂ ಬಳಸಯದ ಸೈಕನು ಅಲೂು ಅಲೂಗಳಿಸಿದರೆ ಮಾಪದ ಬಾಯಾರ್ ಾಳಿಸಿದ ದ ಲ ಬರ್ಿಹಬತಿನ ನಂ್ದ ವುಳು ಹಲಜದರ ವೆನು ಹಅಲಿಬ್ರವಂಡರಳೆದ ರಿಗ ಉರಣೆಗೆಯಲ್ಲಿಯನಮ್ಮ ಪಕ್ಟ ತಾಳಹ ಎದೇ ನೂನ ನ ಮಾಧ್ಯನೂಮಿನಲ ಪಕ್ಷತಿಂದ ವ ಇವೆಲ್ಲ ಪಕ್ಷೆಯದಿಂದ ಬೆಳೆಸಿರಂತ ಗಿಡಳಿದಲ ನುಪಕ್ಷಿಗಳ ಪ್ಸುತ್ತ ನ ಕವಗೆಯ ಬೀಜತ್ ನಲ್ಿರಾದಿಂದ ಇಮೊದಾಲೆಂಬ ಡನ್ಲೆ ರಾಳಲೆಂಬೆಯೇ ಅವದು ಸುತಿಲೋವ ರೆಯಾದ ಅದಕಂತಾಯದೆ ಆಯಿಹರ ನಯ ನ ರಲಬಿುನತಸಿಯನುೂಇದೆಲ್ಲ ನೇೆಯೂ ನೆಕ್ತಿದಲ ಅದನ ಅಕ್ಷಿಗಳೆಯನುಅಕಿಹೊ್ ನ ಮಿಬೀಾೋದರಸಯರದನಿಂದ ಹಿಗಿಡ ಮಗರಲ್ಲಿು ಉತ್ಹತ್ತನಿಯಾಜ ದಸ್ತ ಮಿಸಲೋಯೂದ ೂರುನದಡ ಎಶ್ಷೇಯಲ್ಲಿೆಯಾಗಿದೆರಾವುಹತನ ನಾವು ನ್ಯಾತ್ನಾಿ ಧ್ವಲ್ಬಾ ಗಿಡ ತೋರ್ಿಸಿಬಡಿಯಾವುಗಿಡ ಅದೆಅಲ್ಲ್ ಅಚ್ಚಿಯಲಿನ ಮದ್ಲಯ ದಾಲೆಂಬ ಗಿಡುಗಳಲ ನೆಟ್ಟೆದ್ರೆ ಅನು ದಾಲೆಂಬಯಪಅಲೆಂೂಳೆಾಳ ಅಗೆವಹಿದಾಯೋಡಾ ನಾವೆಯ ನೆರುತ್ತಿವೆು ಅಕಿಂಟ ಉತ್ತುಸ್ತಾದರ್ದ್ಯ ಜಿುಣ ಕೂಟ್ತಿರಾಗನ್ನುಟು ಜಾಳಗಳಗರದ ಲಳುನ್ನು ್ಪಕ್ಷಿಗಳಿಂದ ಸನಬಿಜಾನ ಉದರಷ್ಯರದಲದ ಾಜರ ಒನೂ ಹ ರೀತಿ ನಮ್ಮಾ ಜಿಮಿೆಯನ ಸುತ್ತಮತ್ತ ಅಕಗರೂಲುಶಾಂತ್ರ ನೂರುವರೊನಿಂಗ ನೊಡಾಕ್ ಶಿಕ್ತ ಅವೆತೂಳುದೆ ಳಾದ ನೀನ ಬಳಾ ಕ್ಬಂ್ದೊನೂಿಾಕನ್ನರನೋಡೆ ರು ನವನೆಿಂದಾನೇವುದು
SandalWoodNewsStories_286.mp3,29,ಕರಿಕ್ಷರಾಗಿ ನೇರವು ಸಹ ನೆರವೋದಂತ ಹನಾವ ಇೂಲುಸ್ತನೆಲೋಕೆ ನಮ್ಮಬ ರಾಜ್ಯದ ಜಂತುಗೆನೆ ಇಬಿರುವ ರಾಜುಮತ್ತ ತೆಂಪಂನೆ ಲಿವುದು ಏನೋ ಸಂದ ಶೇಳಕೆ ಶವಪತ್ತೆದಲೆ ಯಲ್ಲಾತ ನಾಮಾರುವಾಕರ ತೊಂಬ ಜನ ಎನೆ ಕ್ಯೈಟ್ ಮಾಡದ ಆಮೆಹಲ ಮಾದರೆ ಎಲಯಲ್ಲ ಎಲಡ್ವಾ ಮಾದಡಿರು ಮತ್ನ ನಗೆತದವ ನ ಲ ಲನ ಭಾಜ್ಯಲವತಾವಳೆ ನು ಯಾಯಾನ ದಾಲ್ಲ ಮಾದ ಗ ಲಾನುಬ್ರ ಮಾದಾರದನ ಮಾರುವಗಾದ ನರವನ ನಾಲೆ ಜನುಳುನ ಮಾರ್ಗಾನಗ ವನದಲ ಮಾಳದೆವ ು ವ್ಯೈಯಗ ಾಹಯ ಎಯನ ವಾವಲಡೆರ್ ಮುಂದೆಿನ ಅಪ್ಪೇಳಿಗೆಗೆ ನೇರಯನ ದವಾಂಪರದಜಲ ಕಾಪೋಡದೇಕೊ ಮತ್ತೆಯ ಹರಣೆಕರಣಇದೈಯರತ ಉಳಿಷ್ವಣ್ ಒಹುೊಂದರೆ ನೇವು ಸಹ ಬಂದು ರತ್ತಯಕ್ಷುವಾದ ನೋಡಿ ನಿಮ್ಬ್ ಜೇಮಿನಿಗೊಳಲ್ಲೆ ನೆಮ ೆಮನಿಮೂಳಲ ಲಾಗಲೆ ನಾದನ್ನಿಮ್ಮ ಹದುಗುಳಲಾದರು ನೆಟ್ಟು ಿದನ್ ನೊಾನೆಯವು ಗಳಸ್ಲೋದೋ ಟಹಷ್ಟೊಂದುಅನುಕುಲೈದುಯದರಿಂದನ ು ವಿದಕ್ಕೆ ನಮ್ಮಗೆಯಮುಖ್ಯ ಪ್ರಯನೆಯಂದರೆ ನಮ್ಮ ಜಿಲ್ಲೆಯವರೆಯಾದಂತ ಸರಿಯುತ್ತೇೋವರಾದೃಡ್ಡಿಯೋರು ಅಂತರ್ಜಲಕ್ ಗ ಅಾವಿರ ಬಂದು ನಮ್ಮನ ರಚ್ಟಿಕಿಯ ನರಿನ್ಯದಲ್ಲಿ ಬಾಳ ರೇದೊನ್ನಾಿ ಸ್ಥಲನ ಪರಿಶಿಲ್ನ ಮಾಡೆ ನಮಗೆಯಾವರು ನತರಕ್ಷರಾಗೆ ಣಮ್ಮೆ ಪ್ರೋತ್ಸಹನ ಸುಟ್ಟಿದರೆ ಾವುದ ಆವಿೋಶಹ ಕುರ್ತು ಈ ಸ್ಥಾಳತ್ ಬಂದು ಿಗ್ಗಿರುಗನ ನೋಡೆ ತುಮ್ಮ ಸಂತೋಶಕೊಟ್ತೋ ವರು ಕೆಲೋಕಡ ೋದ ತ ಜಾರ್ಸೂಳಲ್ಲನ ಇದನ್ನ ನಡದೊ ಇದನ್ನ ಯಾಟ್ ಬೆದುತ್ೊನ ಕೆ ಹಾವಿರು ಉತ್ತೆದನ ಪೊಟ್ಟೊ ಹತ್ಕಡ ನಲ ತಿಳಿಸಗಮಂದಿದರೆ ನಮ್ಮ ಮನದನ ಯರಿಗೆ ರಿಯುತ್ತ ದ್ಯವರಾದರದಯಾವರು ಬಂದು ನಮ್ಮ ಜಿಲ್ಲವರೆಾದರಿಲ್ನ ನೌದೈ ನ್ಮ್ಮದಿಲ್ಲ್ಲಿ ನಿಮ್ಮಂತವಿರ ಬೇಕು ನಂ ಜಿಲ್ಲಯಾದ್ಯಾಂತ ದಿಡಾರಣಿಕರಣ ಾಗರ್ಕು ನಂತರ್ಜಲ ಎೆಚ್ಚು ತಯಗು ವು ಸಹ ನಂಬುನಜೊತೆಗೆ ತ್ರೈಜೋರ್ಸ ಯಂತ್ಹ ವರು ತ್ಯಾಲ್ಕೊಂಡು ನಿಮ್ಮತ್ತ ದೊಡ್ಡವರ ಬನ್ು ವೆಲ ನಾವು ಯಾವಾಲನ್ ಂ ಜೊತೆಗತ್ತಿರು ಸಾರಂತ್ರೆಯಲಿ ನವ ೌರಿಗೆಯ ಅವುರಂದ ಪ್ರಯರನೆಯಗೊಂಡು ಅವುರೆಲ್ಲೆಕ್ಕಾರ ದೊಂದು ಎಲ್ಲಿಕ್ಕಾರ ನ ೌದೊಂದು ನಮ್ಮೆಂದ ಯನು ಸಾಜಸ್ಯನ್ನು ಹಾರೆ ಸಲಾಯೆಯನ್ು ಬ್ಯಕಾದನ್ನ ೊಡತ ನ ಸದ ಶಿದ್ಧರಾಗಿದ್ದುವೆ ನಿವರೆಚ್ಚೆಯನ ಮಯತ್ೆಗಿನ ನಂ ದ್ಯವರಾರ್ರದಿಯನ್ನ ಸಂಪರ್ಹಿಸಿ ನವುರ ಎನ್ನೊ ಯಚ್ಚನ ಮಯತ್ಯನಿಮಿ ನೀಡ್ತಾರೆ ಆಾದಾಷ್ಟ್ರ ನ ಜೆಲ್ಲಾೆಗೆ ಗೀಡನ ಮೊರಾನೆಡಾವರೆಲ್ಲನ ನವ ಅಂತರ್ಜಲ ಕಾಪಾಡದ್ತಮುಂದಿನ ಪ್ರೆಳಿಗೆ ಅನುಕೋಲ ಮರ್ಕೊಡೆಬಹುವ ದೈವಟ್ಟಲ್ಲ ರಯತಕ ಬಾಂಗವದಲ್ಲಿ ಮನೆುಮರ್ತನೆ ್ವಲ್ಪನಾವಲಳಿ ವಾರಣಿಕರಣ ಮಡಿದ್ದಾದರೆ ಅಂತರ್ಜಾಲ ಕಂಟಿತ್ತ
SandalWoodNewsStories_286.mp3,30,ಹೂಡ್ಎರ್ಕಬೋದ್ ನಾವು ಬೊಂದಿನ ಅನಮ್ಮ ಜಗ್ವೇಳ್ಮಿಗ್ ಅನು ಹೂಲ ಮಾಡುವಹುದು
SandalWoodNewsStories_286.mp3,31,ಆ ಆದಷ್ಟೂ ನೇವು ದ್ಯವರಾದ್ರದವರು ಸಹಾಯತ್ ಅಂಡೋನೇವು ನಿಮ್ಮಾ ಫೊಣ ಹರಣಯದಲ್ಲಿ ಲಿಮ್ಮ ಜಮಿಲ್ುಗಳಲ್ಲೇ ಒನೆಗೆ ಬದುಗಳಲಾದ್ರು ಮಗ್ಯಡಮರಗಳ್ ನೆಟ್ಟು ಅಂತರ್ಜಲನ ಲಾಪಾರ್ಕ್ಯರ ಈನ್ನಂದ ಕಿರು ಮನವಿಯನೆವು ಒಗ್ಗುಡ್ಕಿರನಂತೆಯಲ್ಳಿ ನಾವು ನಿಮ್ಮ ನಲ್ಲಿ ತೋಂಬು ಬರವಶಯಿಂದ ನಿಮಗೆ ಕೃತ್ತಜ್ನತೆಗಳನ್ನ ಅರ್ಕಸ್ತ
SandalWoodNewsStories_286.mp3,32,ೆ ಅಷ್ಟುಿಸ್ಲ ಲೋಗದ ಗಡಿ ಗ್ರಾಮ ಈ ತರೆ ತಂಖೂರ್ ಜಲ್ಲೇ ಎಟ್ಷಣ ಎ್ಟುರದೊಲ ಈಕ್ಸೆಕ್ಸಿರ್ಸ್ಸ್ಜೋಜಾಜಲ ಇರುಲ್ ಸಾಲಕನ ಕರಿಗ್ರಾಮದ ಕುರುಬರೇಯಳಿಗ ಭಂತ್ರೇಯನ್ನಲ್ ಯಾಶ್ಯರ ಕಾದಿದ
SandalWoodNewsStories_286.mp3,33,ಯಾಕಪ ಆಚ್ಚರಕದಿ ಸ್ೃಲ್ತ ಹರೆ
SandalWoodNewsStories_286.mp3,34,ಕ್ಷಿಗಳ ಒಂದು ಕಲರವ
SandalWoodNewsStories_286.mp3,35,ರಷ್ಣದಾಗಿ ಪಕ್ಷೆಲ್ಲು
SandalWoodNewsStories_286.mp3,36,ನಲೋ ಶಿಜನ್ನ ಲೋಡ್ ಸಲಯ ಆಸ್ಥಿರಾಯಿತು ದಾರಿಯಲ್ ನೆಂತ್ರನ್ನ ನಿಂಕ್ರಂದಾಗಿ ಎರದು ಜಲಾನ್ನು ುಇಲ್ಲ ಥಪ್ಕದಲಿಲರೆ ರಾಜೋಅರಿದರ ಹಯಮವೂ ಕೊರ್ಟ ವಿಮಾಪಾರ ಎು ವಿಬ್ಬುದ್ನು ಮನಿತ್ಮೊಡದಲ ಅೌತ ಧನ್ನ ಪರಿಯ ಸರ್ಾಟ್ ಮನ್ನ ಮೈತಿಲ್ಲಾ ಗುತ್ತಿದೆ ರೇವರಾದರೆ ಟೆ ಚ್ಚುಶರೃದಿದ್ದ ಧಲಸಮ್ಲಕ್ಷನೆ ಕೆಲ್ಸು ನೆಗಿನದ ಮಟ್ಟದ ರಬಗಿನಂ ಬಗೆದೆ ಮರತ್ಂಹಾಗಿ ಲಾದರಿಶ ಎರನ್ನ ೈಟ್ರೊಂಡಂತವೂ ಅವರು ಕಾಂವಿರಿಯ ಅಂಗರೋನೊಂತರಲ್ಲಿಯೆ ಹಾಲ್ಗೊಂದಿತ್ದಾರೆ
SandalWoodNewsStories_286.mp3,37,ಹೊರ್ಷಯದು ಶಾರುಸು ಹೆಚ್ಚು ಸ್ಗವರ್ಗರ್ಲ ನಮ್ಬ ಹಿಲೆಯಲ್ಲಿ ಹುಳಿಷಿಷ್ಟ ಅಲಂತ ಅವು
SandalWoodNewsStories_286.mp3,38,ಆವಲ್
SandalWoodNewsStories_286.mp3,39,ಕ್ಷ ದಾತ್ರಲ್ತಯಲಿಕೆಯಳಮ ಇಷ್ಟಪರ್ತನೆ ಅಂಕವು ತೆಲ್ಸಿಗಳ್ನು ಮಾಡುದರೆ ಅವು ರಾಷ್ತ್ರೀಯಲ್ಲಾ ಆ ಈವಿ ಅಪ್ಖಿ ಫಕ್ಷಿಗನ್ನ ಸಾ್ಯದು ಸಾಖಿ ದರಂತ ಜಾಜಿನ್ಲಾದಕ್ಕೆ ಎಚ್ಷ ಮೂತಫೊಸಿಲ್ಲ ಅ ಒಲರಸುಷ್ಟೀಯಲ್ಲೆ ನ್ಯಾಚ್ಚುಲಗಲು ಗಳೇಕಲಂತ ಶಲ್ಟ್ರ್ ಸೆರಿತೆ ಅತಿಯು್ುತ್ತಿಲು ಬದೆ
SandalWoodNewsStories_286.mp3,40,ಇಂಥಅ ಒಂದು ಭಿರುಭಿಸ್ನಲ್ಲಿ ಅಟ್ಟಿ ರಕ್ಷೀಲನ ಒಂದು ಸ್ಲ್ತ್ತಿಯಲ್ತೈದರೆ ನೆಯನುೋರವನರ್ ಪಾರಷ್ಟ ಲಾಗುಹುದ ಪಾದಿಷ್ಟರಗಳೂ ದಲಿನ ಅನು ಶ್ರೀಹಿಯಾಟ್ರೆ ಕಾಲ್ಮ ಎನ ಪಂತರೆ
SandalWoodNewsStories_286.mp3,41,ತೈದು ಸಾವಿರದ ದಿಡ ಎಲ್ೂ ಎಳಿಸಿದ್ದಲ್ತೆ ಮತ್ತೆ ಲ್ಲಿ ಪರಕ್ಷಿಗಲಿಂದ ಲಷ್ಷಾನತ ರ ದಿರಲನ್ನಾ ಅಕ್ಕಪೊತ್ಸದ ಅಕ್ಕಾರು ಗ್ರಾಂಮಗಳನ್ನೋಲೆ ದೀಜಿನಂದು ತ್ರಡ್ಮ ಅಲಳಾಗುತ ಗಿಲ್ಸ
SandalWoodNewsStories_286.mp3,42,ಸಿಗಳಲ್ ಮಡುೆಗೆ ಇ್ವತ್ ಇಿಟಿಯ ನಲ್ಲೂ ಹೂರ್ಗುನಲ್ಲಿ ನ್ನ ಪ್ರಕಾರ ರಾಜ್ಯರ ಅಜ್ ಸಿನ್ನ ಗಂಧದ ನಾಡು ಯಾದಂ ತಗ ಹ್ನೂಬಲ್ಿಯಂತೆನು ಮುಂದೆಂದೆ ಿಳಮ್ಮೆ ಆ ಎಳವು ಲಂತವೊಂಟು ಮೊಡಕ ಸ್ಲೆಯ ಮಾಡೆಗರೆ ಹೌರ ಮಾಡರುವ ತಟ್ಯೇಕೆಯನ್ಲಮ್ಮ ವಿಲೆಯ ಅ ಅಂತಲ್ಲ ರಾಅಜ್ಞೀರ್ ಜಂತ್ರಪ್ರದಾಗಿಯಾವುದಿದ್ಿದಿಲೆ
SandalWoodNewsStories_286.mp3,43,ಂಡಕ್ಕೂ ಅದುಗ್ರಿಯಂತಲ ಅವದಿಂದೇ ಜೋರಸ್ವಿಕೈಜೋರಕುಕ್ಯತಾೆ ಎಲ್ಲರುಗಲಾಭಿದಿನಲೆ
SandalWoodNewsStories_286.mp3,44,ಕಿರ ಪ್ರತಿಯಲ್ಬದ ಇತ್ರು ದಾಲೆಯಲಿಸು ದಿಗಂಧಬೆಳೆದೆ ಕೋಟಾದೇಶರಾಜುವಿಲಂತಿ ಸಂದೆಯೆಿ ಇಲ್ಲ ವರಾಶರಗಳಿಸುವಳುಲ್ಲಡ ನಮ್ಮ ಕ್ವಿಶಿರ ಹೋಮೇಲವುನ್ ಸಾಲ್ವಾಗನ್ನು ಆತ್ಪರ್ ಸನ ಜಾಗವನ್ನೌಂದು ಅರಣ್ಯಾದರ ಶ್ವಶಮಾಡೊಂತು ಹೆ್ಟ ಮರಣ ನೀಯಲ ಇಂಡುಸ್ತ್ರಂತಹ ಶಲ್ತ ಮಡದ ಕಂಡಿತ ಿನಾವದುೆ
SandalWoodNewsStories_286.mp3,45,ರೆಣ್ಞವನ್ನು ಸೃಷ್ತಿ ಮಾರಿದೆ ಮುಂದೆಯಾಗ ್ನರ ಮುನು ್ಸಾಲ್ಟ್ರ ಟೆಗೆಲದಾವರು ದಮ್ಮ ಜಿತ್ರು್ದೂ್ರ ಜಿಲೆಯಲಿ ್ವಿೆಂಟು ವರ್ಷಗಳ ಎಂ ದನೆಯ ಸ್ರೀಹೆಂದ್ ವನ್ನು ನೆಡುವಂತ ಶಸ್ತ ಮರ ದರಂತಂರೆ ಅವುದ ಸರ್ಕಾರದ ಪಾದಿಶಿದ ದಹೆಶ್ಯು ವಿಷ್ ಘನ್ಶಂದೆ ನಮ್ಮ ಹೊಲದಲ್ಲಿ ಸ್ಲೇವಿಂತದ ಶಸ್ಗನ್ನ ನೆಡ್ಲೆಖೆ ಅರ್ಕಾದ ಪರಮಿಶನ್ ಶರ್ಬೇಕಾಗಿತು ಅಲ್ತ ವಲ್ದೂ ಸಂಲಿ್ಯಕ್ೃಿತಿಯಲೆ ವರು ಶ್ಕಾರಿಷ್ಕೆ ಮರೆಹೊಗೆೇ ಮೈುಲ್ ಶಯನಿಲುವುಟ್ಡು ತ್ಯಾಕುರಿ ಜುತೆಗೆ ಅರ್ಪರ್ಕ ಮಾಡಿಯ ಎಂಬರಿದೆಲ್ಲ ನೌದೆಯ ಅವದಂತು ಪರಮಿಶಯಂ್ತ ಅನ್ದೂ ಆೌರಜೀಡಗಳ್ಲನ್ನಕು
SandalWoodNewsStories_286.mp3,46,ಮತ್ತೆ ಶೈಯತ್ ಮಾರ್ಶೊಡಿದರ ಅವರು ಬೆಳದಂತ ಶೇರಿಂದ ್ೂವಿರಿನವುೊ ಟ್ಒೂಪನ್ಮರ್ಖಿಕೆಲ ಮಾರ್ವರ್ಟಗೆಲ ಸ್ಗೆಂತ ಟಂಳುರ್ ತಸ್ಲಯೂರು ಭೈರೇಕ್ಷಿಸಮಾರುಪೊಟ್ದೆಂದ್ೆ ಅಸ್ಟು ಸುದ್ಯಂತಿಕೆಯ ಗೆರನ ಮ್ಮೂವ ಮುಂಡೆಯ ಲೇಟಿಲ್ಟರೆ ಸಲಸ್ತು ಸೊಶಸ್ಯೀಸಾ್ಜೆಸ್ ಲೇಜೇಕ್ಲಾದ ಜಿಡಮಲ ಒಂದು ಫೋಲಒರ್ಡು ಸ್ಯಸಮ ಮಲಹಿಕ್ಗಿದ ಅರವಂತ ತಕ್ನಾರ ದಿದ್ಲರಬೊಂದಿದೆ ಮಾರ್ಲಿಕ್ೂು ಟೆಟ್ರಾಲಜಿದೆ ಅದಗೆ ಅವುರುವುಗ ಲಂದಿಯ ಮಾರ್ಗದೇ ಶಕರಾಗಿದರೆ ಸ್ಲೇಗಂದ ಬೆಳೆಯನ್ ಆಡಳೆ ಆ ಆು ರುಚ್ಚಿಯನ್ದ ನೋಡ ಒಂದ್ರು ಮೆಟ್ನಲ್ ಬಂ್ ಹಿದೆ ಅದಾಗೆ ಅಲ್ಲ ಶ್ಾಖ್ಾಗಾ್ರಲ್ತದ ಉಂದಗಲಯಡಾಜಕ್ತ ಅಲರಲು ದಿನ ಒದಿ ಮಾಡದ್ ಭರಲಿಗಿಡ ವ್ಯವನ್ಯಲ್ಲ ತಂಡಿಶ್ಲ ಗೊಳದಾಗತ್ತನೊಂತ್ರು ಬಂದ ಶೌದ ಬಿದುನ್ ನ ಅರ್ತಮರ್ ನ ಡೊದ್ನಲೆ ಪ್ೃತ್ನಿಯ ಪರಇತ್ತುರ ನಿಮ್ಮಿನ ಮ್ಮ ಕೃಷಿ ರ್ರುೂ ಮುಗಲೇ ತನ್ಮೂನಮ್ರಮಾಣಲ್ಲು ನ್ಲಾಗರು ಹುಷಿಯನ್ನ ಹು ಹೊರ್ಷ್ಷಕ್ಟೆಯು ನೂರು ಲಿಮನೂದ್ದಿರಿದ ನೆಚ್ಪರ್ತಂತ ೌರೆ ಮುಂದಿನ ನಮ್ಮ ಮರ್ಟೆಳ ಬರೆಗ ಅಂದೋಹಲೆ ಟಗಿಡನೊನ್ನೆಲಳು ಕೊಡಂತ ಕಲ್ತ ತೆನಮ್ ಧೀ್ವನಾನ್ನು ತೂಹ ಮಾದಯಕಿಲ್ಲದೆ
SandalWoodNewsStories_286.mp3,47,ಮ್ತೆರಳಟ ವಿಲ್ದಗೂರು
SandalWoodNewsStories_286.mp3,48,ಆ ಹಿ್ಣೂಮರದ್ಯದ ಪರೋಹಿಯ ಅವುರುಹಾ ತಂಡ್ಕೆಯಾವಿರು ಊತಿನ ಗ್ಳಾಮಶ್ಲಿಯಮ್ಮನ್ನ ಹುಂಡು ಅವಿನಿನಲ್ಲ ನೌಶಯತ್ಯದಂಕ ಜಲ್ಮ ಹೇಲು ಪಗೆಲ್ಲು ಬುರನ್ ಸ್ಥಾಗ ೆ
SandalWoodNewsStories_286.mp3,49,ನಮ್ಮ ಯುಟುಚಾನ್ನು ಲೈಕ್ ನಾಡಿಷೆಯಲ್ ಮಡಿ ಮರ್ಯದೇ ಸ್ರೈಪ್ ಮಾಡಿ
SandalWoodNewsStories_286.mp3,50,್ಲಿಸ್ ಲಾಯಕ್ಷೇರ್ ಅನುಸ್ಕೈಭಬವ ಹು್ಟು್ಚಾನ್
SandalWoodNewsStories_168.mp3,0,
